id,category,subcategory,material_name,manufacturer,process,density,yield_strength,uts,elongation,modulus,hardness,thermal_conductivity,C,O,Fe,Cr,Ni,Mo,Mn,Si,Cu,Al,Ti,V,Co,W,Nb,N,P,S,Mg,Zn,Sn,Be,Ta,La,Ce,fatigue_strength,impact_strength,corrosion_resistance,machinability,weldability,heat_treatment,source
M_000666,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (H22),Generic,Wrought,2.81,432.0,489.6,10.56,72.0,134.4,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000667,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (H24),Generic,Wrought,2.81,436.5,494.7,9.57,72.0,135.79999999999998,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000668,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (H26),Generic,Wrought,2.81,459.0,520.2,10.12,72.0,142.8,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000669,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (H28),Generic,Wrought,2.81,472.5,535.5,9.35,72.0,147.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000660,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (O (Annealed)),Generic,Wrought,2.81,423.0,479.4,10.34,72.0,131.6,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000670,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (T1),Generic,Wrought,2.81,454.5,515.1,10.01,72.0,141.4,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000679,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (T10),Generic,Wrought,2.81,445.5,504.9,10.89,72.0,138.6,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000671,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (T2),Generic,Wrought,2.81,423.0,479.4,9.24,72.0,131.6,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000672,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (T3),Generic,Wrought,2.81,427.50000000000006,484.50000000000006,9.35,72.0,133.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000673,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (T4),Generic,Wrought,2.81,409.5,464.1,11.11,72.0,127.4,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000674,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (T5),Generic,Wrought,2.81,441.0,499.8,10.78,72.0,137.2,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000675,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (T6),Generic,Wrought,2.81,459.0,520.2,11.22,72.0,142.8,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000676,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (T7),Generic,Wrought,2.81,414.0,469.2000000000001,11.22,72.0,128.8,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000677,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (T8),Generic,Wrought,2.81,477.0,540.6,10.56,72.0,148.4,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000678,Metal,Aluminum - Mn Alloys (3xxx),AA 7005 (T9),Generic,Wrought,2.81,405.0,459.0,8.8,72.0,126.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000009,Metal,Aluminum - Pure/Other,3D Systems Ti6Al4V,3D Systems,LPBF,4.43,882.0,0.0,10.5,109.0,344.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Excellent,Unknown,Unknown,as-built,Unknown
M_000010,Metal,Aluminum - Pure/Other,3D Systems Titanium Ti5-8-5,3D Systems,LPBF,4.8,1050.0,0.0,8.0,125.0,390.0,8.2,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,5.0,86.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Excellent,Unknown,Unknown,as-built,Unknown
M_000011,Metal,Aluminum - Pure/Other,3D Systems Titanium Ti6Al4V,3D Systems,LPBF,4.43,880.0,0.0,10.0,110.0,350.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,90.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Excellent,Unknown,Unknown,as-built,Unknown
M_000081,Metal,Aluminum - Pure/Other,AA 1050 (H12),Generic,Wrought,2.71,31.5,76.5,31.5,69.0,25.2,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000082,Metal,Aluminum - Pure/Other,AA 1050 (H14),Generic,Wrought,2.71,38.150000000000006,92.65,31.15,69.0,30.520000000000003,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000083,Metal,Aluminum - Pure/Other,AA 1050 (H16),Generic,Wrought,2.71,31.5,76.5,28.0,69.0,25.2,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000084,Metal,Aluminum - Pure/Other,AA 1050 (H18),Generic,Wrought,2.71,36.75,89.25,29.750000000000004,69.0,29.4,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000085,Metal,Aluminum - Pure/Other,AA 1050 (H19),Generic,Wrought,2.71,33.25,80.75,33.25,69.0,26.6,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000086,Metal,Aluminum - Pure/Other,AA 1050 (H22),Generic,Wrought,2.71,33.6,81.6,33.6,69.0,26.88,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000087,Metal,Aluminum - Pure/Other,AA 1050 (H24),Generic,Wrought,2.71,33.95,82.45,30.450000000000003,69.0,27.16,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000088,Metal,Aluminum - Pure/Other,AA 1050 (H26),Generic,Wrought,2.71,35.7,86.7,32.2,69.0,28.56,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000089,Metal,Aluminum - Pure/Other,AA 1050 (H28),Generic,Wrought,2.71,36.75,89.25,29.750000000000004,69.0,29.4,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000080,Metal,Aluminum - Pure/Other,AA 1050 (O (Annealed)),Generic,Wrought,2.71,32.9,79.9,32.9,69.0,26.32,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000090,Metal,Aluminum - Pure/Other,AA 1050 (T1),Generic,Wrought,2.71,35.35,85.85,31.85,69.0,28.28,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000099,Metal,Aluminum - Pure/Other,AA 1050 (T10),Generic,Wrought,2.71,34.65,84.15,34.65,69.0,27.72,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000091,Metal,Aluminum - Pure/Other,AA 1050 (T2),Generic,Wrought,2.71,32.9,79.9,29.4,69.0,26.32,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000092,Metal,Aluminum - Pure/Other,AA 1050 (T3),Generic,Wrought,2.71,33.25,80.75,29.750000000000004,69.0,26.6,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000093,Metal,Aluminum - Pure/Other,AA 1050 (T4),Generic,Wrought,2.71,31.85,77.35000000000001,35.35,69.0,25.48,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000094,Metal,Aluminum - Pure/Other,AA 1050 (T5),Generic,Wrought,2.71,34.3,83.3,34.3,69.0,27.44,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000095,Metal,Aluminum - Pure/Other,AA 1050 (T6),Generic,Wrought,2.71,35.7,86.7,35.7,69.0,28.56,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000096,Metal,Aluminum - Pure/Other,AA 1050 (T7),Generic,Wrought,2.71,32.2,78.2,35.7,69.0,25.76,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000097,Metal,Aluminum - Pure/Other,AA 1050 (T8),Generic,Wrought,2.71,37.1,90.1,33.6,69.0,29.68,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000098,Metal,Aluminum - Pure/Other,AA 1050 (T9),Generic,Wrought,2.71,31.5,76.5,28.0,69.0,25.2,222.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.25,0.05,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000101,Metal,Aluminum - Pure/Other,AA 1100 (H12),Generic,Wrought,2.71,31.5,81.0,31.5,69.0,27.0,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000102,Metal,Aluminum - Pure/Other,AA 1100 (H14),Generic,Wrought,2.71,38.150000000000006,98.1,31.15,69.0,32.7,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000103,Metal,Aluminum - Pure/Other,AA 1100 (H16),Generic,Wrought,2.71,31.5,81.0,28.0,69.0,27.0,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000104,Metal,Aluminum - Pure/Other,AA 1100 (H18),Generic,Wrought,2.71,36.75,94.5,29.750000000000004,69.0,31.5,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000105,Metal,Aluminum - Pure/Other,AA 1100 (H19),Generic,Wrought,2.71,33.25,85.5,33.25,69.0,28.500000000000004,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000106,Metal,Aluminum - Pure/Other,AA 1100 (H22),Generic,Wrought,2.71,33.6,86.39999999999999,33.6,69.0,28.8,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000107,Metal,Aluminum - Pure/Other,AA 1100 (H24),Generic,Wrought,2.71,33.95,87.3,30.450000000000003,69.0,29.1,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000108,Metal,Aluminum - Pure/Other,AA 1100 (H26),Generic,Wrought,2.71,35.7,91.8,32.2,69.0,30.6,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000109,Metal,Aluminum - Pure/Other,AA 1100 (H28),Generic,Wrought,2.71,36.75,94.5,29.750000000000004,69.0,31.5,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000100,Metal,Aluminum - Pure/Other,AA 1100 (O (Annealed)),Generic,Wrought,2.71,32.9,84.60000000000001,32.9,69.0,28.200000000000003,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000110,Metal,Aluminum - Pure/Other,AA 1100 (T1),Generic,Wrought,2.71,35.35,90.9,31.85,69.0,30.3,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000119,Metal,Aluminum - Pure/Other,AA 1100 (T10),Generic,Wrought,2.71,34.65,89.1,34.65,69.0,29.7,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000111,Metal,Aluminum - Pure/Other,AA 1100 (T2),Generic,Wrought,2.71,32.9,84.60000000000001,29.4,69.0,28.200000000000003,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000112,Metal,Aluminum - Pure/Other,AA 1100 (T3),Generic,Wrought,2.71,33.25,85.5,29.750000000000004,69.0,28.500000000000004,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000113,Metal,Aluminum - Pure/Other,AA 1100 (T4),Generic,Wrought,2.71,31.85,81.9,35.35,69.0,27.3,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000114,Metal,Aluminum - Pure/Other,AA 1100 (T5),Generic,Wrought,2.71,34.3,88.2,34.3,69.0,29.4,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000115,Metal,Aluminum - Pure/Other,AA 1100 (T6),Generic,Wrought,2.71,35.7,91.8,35.7,69.0,30.6,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000116,Metal,Aluminum - Pure/Other,AA 1100 (T7),Generic,Wrought,2.71,32.2,82.8,35.7,69.0,27.6,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000117,Metal,Aluminum - Pure/Other,AA 1100 (T8),Generic,Wrought,2.71,37.1,95.4,33.6,69.0,31.8,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000118,Metal,Aluminum - Pure/Other,AA 1100 (T9),Generic,Wrought,2.71,31.5,81.0,28.0,69.0,27.0,222.0,0.0,0.0,0.35,0.0,0.0,0.0,0.05,0.13,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000121,Metal,Aluminum - Pure/Other,AA 1200 (H12),Generic,Wrought,2.71,36.0,85.5,27.0,69.0,28.8,222.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000122,Metal,Aluminum - Pure/Other,AA 1200 (H14),Generic,Wrought,2.71,43.6,103.55,26.7,69.0,34.88,222.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000123,Metal,Aluminum - Pure/Other,AA 1200 (H16),Generic,Wrought,2.71,36.0,85.5,24.0,69.0,28.8,222.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000124,Metal,Aluminum - Pure/Other,AA 1200 (H18),Generic,Wrought,2.71,42.0,99.75,25.500000000000004,69.0,33.6,222.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000125,Metal,Aluminum - Pure/Other,AA 1200 (H19),Generic,Wrought,2.71,38.0,90.25,28.500000000000004,69.0,30.4,222.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000126,Metal,Aluminum - Pure/Other,AA 1200 (H22),Generic,Wrought,2.71,38.4,91.2,28.8,69.0,30.72,222.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000127,Metal,Aluminum - Pure/Other,AA 1200 (H24),Generic,Wrought,2.71,38.8,92.15,26.1,69.0,31.04,222.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000128,Metal,Aluminum - Pure/Other,AA 1200 (H26),Generic,Wrought,2.71,40.8,96.9,27.6,69.0,32.64,222.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000129,Metal,Aluminum - Pure/Other,AA 1200 (H28),Generic,Wrought,2.71,42.0,99.75,25.500000000000004,69.0,33.6,222.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000120,Metal,Aluminum - Pure/Other,AA 1200 (O (Annealed)),Generic,Wrought,2.71,37.6,89.30000000000001,28.200000000000003,69.0,30.08,222.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000130,Metal,Aluminum - Pure/Other,AA 1200 (T1),Generic,Wrought,2.71,40.4,95.95,27.3,69.0,32.32,222.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
M_000139,Metal,Aluminum - Pure/Other,AA 1200 (T10),Generic,Wrought,2.71,39.6,94.05,29.7,69.0,31.68,222.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,Unknown,Unknown,as-built,Unknown
